contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
MSTR260618C00180000,180.0,43461.0,空头卖 Call，看跌/看不涨,-1.2573520179075803,CALL,46577.0,3116.0,82141289.99999999,0.0009373128121056299,>50M,2026-06-18,184.5500030517578,186.8999938964844,184.76499938964844,188.22000122070312,181.8600006103516,18.9,18.65,19.05,279.0,0.6539341247558594,True,MSTR,22.75,-0.1692307692307693,-0.012573520179075802,87634873800.0,-16.92307692307693,43461.0
NVDA260717C00200000,200.0,41633.0,多头买 Call，看涨,4.2849863455192425,CALL,83856.0,42223.0,78478205.0,1.8124225609275898e-05,>50M,2026-07-17,204.9199981689453,196.5,199.80999755859372,205.8300018310547,198.6100006103516,18.85,18.55,18.8,1887.0,0.4484002914428711,True,NVDA,13.1,0.4389312977099238,0.04284986345519243,4330017000000.0,43.89312977099238,41633.0
MSTR260515C00140000,140.0,-10565.0,多头平仓 Call，减仓，看涨减弱,-1.2573520179075803,CALL,26430.0,36995.0,47067074.99999999,0.0005370815630706139,10M-50M,2026-05-15,184.5500030517578,186.8999938964844,184.76499938964844,188.22000122070312,181.8600006103516,44.55,41.85,44.6,3.0,0.6953155468750001,True,MSTR,48.0,-0.07187500000000006,-0.012573520179075802,87634873800.0,-7.187500000000006,-10565.0
MSTR260717C00180000,180.0,16335.0,空头卖 Call，看跌/看不涨,-1.2573520179075803,CALL,17388.0,1053.0,40020750.0,0.00045667607271661294,10M-50M,2026-07-17,184.5500030517578,186.8999938964844,184.76499938964844,188.22000122070312,181.8600006103516,24.5,23.4,24.6,66.0,0.6681551739501954,True,MSTR,27.6,-0.11231884057971019,-0.012573520179075802,87634873800.0,-11.231884057971019,16335.0
MU270115C00500000,500.0,-1331.0,空头平仓 Call，回补信号，看涨,1.0121806224918455,CALL,6559.0,7890.0,31530058.999999996,0.00017914317206036733,10M-50M,2027-01-15,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,236.89,232.0,235.35,94.0,0.7992726371765138,True,MU,232.0,0.021077586206896492,0.010121806224918456,176004804634.0,2.107758620689649,-1331.0
NVDA260515C00200000,200.0,-33036.0,空头平仓 Call，回补信号，看涨,4.2849863455192425,CALL,105218.0,138254.0,28080600.0,6.485101559647456e-06,10M-50M,2026-05-15,204.9199981689453,196.5,199.80999755859372,205.8300018310547,198.6100006103516,8.5,8.45,8.55,17650.0,0.426763544921875,True,NVDA,3.32,1.5602409638554218,0.04284986345519243,4330017000000.0,156.02409638554218,-33036.0
MU260508C00600000,600.0,-5897.0,空头平仓 Call，回补信号，看涨,1.0121806224918455,CALL,6692.0,12589.0,26512912.0,0.00015063743319469774,10M-50M,2026-05-08,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,44.96,44.4,45.55,808.0,1.0000000000000004e-05,True,MU,44.0,0.021818181818181837,0.010121806224918456,176004804634.0,2.181818181818184,-5897.0
MU270115C00700000,700.0,1164.0,多头买 Call，看涨,1.0121806224918455,CALL,10361.0,9197.0,17605500.0,0.00010002851931576776,10M-50M,2027-01-15,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,151.25,147.4,149.9,61.0,0.7901861191558839,False,MU,147.8,0.02334235453315283,0.010121806224918456,176004804634.0,2.334235453315283,1164.0
MU261016C00600000,600.0,904.0,多头买 Call，看涨,1.0121806224918455,CALL,3067.0,2163.0,14153024.0,8.041271389966344e-05,10M-50M,2026-10-16,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,156.56,154.6,157.4,21.0,0.7989979817199708,True,MU,153.0,0.023267973856209167,0.010121806224918456,176004804634.0,2.3267973856209165,904.0
AMD260508C00375000,375.0,2984.0,多头买 Call，看涨,14.884874015991533,CALL,5710.0,2726.0,11360088.0,4.389886026516522e-05,10M-50M,2026-05-08,408.1400146484375,355.260009765625,409.1000061035156,430.5700073242188,402.0400085449219,38.07,37.7,39.3,1526.0,1.2017862176513672,True,AMD,8.1,3.7,0.14884874015991534,258778654648.0,370.0,2984.0
MU260515P00600000,600.0,6454.0,空头卖 Put，看涨/看不跌,1.0121806224918455,PUT,6600.0,146.0,11268684.000000002,6.40248658179139e-05,10M-50M,2026-05-15,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,17.46,16.8,17.65,2083.0,0.8738415936279296,False,MU,19.49,-0.10415597742432005,0.010121806224918456,176004804634.0,-10.415597742432006,6454.0
MU260717C00640000,640.0,1161.0,多头买 Call，看涨,1.0121806224918455,CALL,2473.0,1312.0,11029500.0,6.266590291631936e-05,10M-50M,2026-07-17,646.6799926757812,640.2000122070312,660.4199829101562,662.8800048828125,627.5800170898438,95.0,92.15,94.95,146.0,0.78946133392334,True,MU,93.75,0.013333333333333334,0.010121806224918456,176004804634.0,1.3333333333333335,1161.0
