contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
CRCL281215C00080000,80.0,3153.0,多头买 Call，看涨,2.0939500830011335,CALL,3451.0,298.0,16710900.0,0.0005735668311325813,10M-50M,2028-12-15,92.1500015258789,90.26000213623048,93.08999633789062,94.6981964111328,91.0199966430664,53.0,51.25,56.9,5.0,0.9312140667724608,True,CRCL,50.23,0.055146326896277194,0.020939500830011337,29135052958.0,5.514632689627719,3153.0
MSTR260410C00125000,125.0,19875.0,多头买 Call，看涨,6.559292739920994,CALL,24469.0,4594.0,10633125.0,0.00012133440192162404,10M-50M,2026-04-10,127.69000244140624,119.83000183105467,124.49500274658205,128.4600067138672,123.20999908447266,5.35,5.15,5.35,5761.0,0.6362341064453125,True,MSTR,2.5,1.14,0.06559292739920994,87634873800.0,113.99999999999999,19875.0
ASTS260618P00090000,90.0,6603.0,空头卖 Put，看涨/看不跌,2.3644944364812557,PUT,9103.0,2500.0,9376260.0,0.0005327525702842718,5M-10M,2026-06-18,94.80999755859376,92.62000274658205,93.93499755859376,99.72000122070312,92.77010345458984,14.2,13.8,14.35,110.0,0.9946289599609376,False,ASTS,15.55,-0.08681672025723482,0.023644944364812556,17599652302.0,-8.681672025723481,6603.0
AAPL260410C00235000,235.0,3469.0,多头买 Call，看涨,1.1487914987700016,CALL,3928.0,459.0,8280503.0,2.184180355858681e-06,5M-10M,2026-04-10,258.8599853515625,255.9199981689453,256.9624938964844,262.1600036621094,256.4800109863281,23.87,22.4,24.2,210.0,0.5141650146484374,True,AAPL,20.3,0.17586206896551726,0.011487914987700016,3791126029400.0,17.586206896551726,3469.0
TSLA260417P00440000,440.0,-824.0,空头平仓 Put，回补，看跌信号减弱,-2.15479882763886,PUT,1018.0,1842.0,7296520.0,5.1366302205140355e-06,5M-10M,2026-04-17,352.82000732421875,360.5899963378906,362.5899963378906,367.7000122070313,346.6400146484375,88.55,87.45,87.95,12.0,0.6442906665039063,True,TSLA,79.52,0.11355633802816903,-0.0215479882763886,1420487690716.0,11.355633802816904,-824.0
CRCL280121C00080000,80.0,1571.0,多头买 Call，看涨,2.0939500830011335,CALL,1746.0,175.0,7276872.0,0.0002497634725596712,5M-10M,2028-01-21,92.1500015258789,90.26000213623048,93.08999633789062,94.6981964111328,91.0199966430664,46.32,44.1,47.6,1.0,0.9127816339111328,True,CRCL,43.66,0.06092533211177288,0.020939500830011337,29135052958.0,6.0925332111772885,1571.0
GOOG260515C00300000,300.0,-5273.0,空头平仓 Call，回补信号，看涨,1.0867392175141843,CALL,4474.0,9747.0,7065820.0,2.3636288242571843e-06,5M-10M,2026-05-15,297.6600036621094,294.4599914550781,294.70001220703125,298.42498779296875,293.79998779296875,13.4,13.3,13.4,2665.0,0.3685976226806641,False,GOOG,12.2,0.09836065573770501,0.010867392175141844,2989394920000.0,9.836065573770501,-5273.0
XOM260515C00165000,165.0,10860.0,多头买 Call，看涨,1.667802996492254,CALL,32883.0,22023.0,6798359.999999999,1.3603853430802927e-05,5M-10M,2026-05-15,163.3699951171875,160.69000244140625,160.57000732421875,163.60000610351562,159.52999877929688,6.26,6.15,6.4,526.0,0.3315496533203125,False,XOM,5.71,0.09632224168126091,0.01667802996492254,499737815802.0,9.632224168126092,10860.0
AAPL260417C00250000,250.0,5995.0,多头买 Call，看涨,1.1487914987700016,CALL,15373.0,9378.0,6474600.000000001,1.7078303252885263e-06,5M-10M,2026-04-17,258.8599853515625,255.9199981689453,256.9624938964844,262.1600036621094,256.4800109863281,10.8,10.45,10.75,493.0,0.2800364965820311,True,AAPL,9.05,0.19337016574585633,0.011487914987700016,3791126029400.0,19.337016574585633,5995.0
TSLA260410P00370000,370.0,-2644.0,空头平仓 Put，回补，看跌信号减弱,-2.15479882763886,PUT,3907.0,6551.0,5063260.0,3.564451866138912e-06,5M-10M,2026-04-10,352.82000732421875,360.5899963378906,362.5899963378906,367.7000122070313,346.6400146484375,19.15,18.95,19.1,10790.0,0.4516656396484375,True,TSLA,13.7,0.39781021897810215,-0.0215479882763886,1420487690716.0,39.78102189781021,-2644.0
