contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs,股票价格(new),股票价格(old)
COIN251003C00340000,340.0,-4089.0,空头平仓 Call，回补信号，看涨,7.700837296098781,CALL,9883.0,13972.0,13240182.0,0.00016485050043104951,10M-50M,2025-10-03,32.38,31.65,33.15,4348.0,0.7304714453125,True,COIN,9.91,2.2674066599394553,0.07700837296098781,80316298497.0,226.74066599394553,-4089.0,372.8280029296875,346.1700134277344
COIN251003C00357500,357.5,8087.0,多头买 Call，看涨,7.700837296098781,CALL,8542.0,455.0,12874504.0,0.00016029752666553592,10M-50M,2025-10-03,15.92,15.3,16.35,10794.0,0.5307664111328125,True,COIN,2.58,5.170542635658914,0.07700837296098781,80316298497.0,517.0542635658915,8087.0,372.8280029296875,346.1700134277344
TSLA271217P00420000,420.0,1093.0,多头买 Put，看跌,-3.6303670697618196,PUT,2049.0,956.0,12329040.0,8.67944163161704e-06,10M-50M,2027-12-17,112.8,113.5,114.4,111.0,0.500005,False,TSLA,108.4,0.04059040590405896,-0.036303670697618196,1420487690716.0,4.059040590405896,1093.0,442.7799072265625,459.4599914550781
COIN251003C00337500,337.5,-3659.0,空头平仓 Call，回补信号，看涨,7.700837296098781,CALL,4757.0,8416.0,12294240.0,0.00015307279132714536,10M-50M,2025-10-03,33.6,34.1,35.9,381.0,0.8686536572265625,True,COIN,11.65,1.8841201716738198,0.07700837296098781,80316298497.0,188.41201716738198,-3659.0,372.8280029296875,346.1700134277344
MSTR251003C00342500,342.5,13846.0,多头买 Call，看涨,3.684879609278332,CALL,16939.0,3093.0,11838330.0,0.00013508697492983668,10M-50M,2025-10-03,8.55,8.65,9.15,2722.0,0.3352117260742187,True,MSTR,3.86,1.2150259067357516,0.03684879609278332,87634873800.0,121.50259067357516,13846.0,350.8800048828125,338.4100036621094
RGTI251003C00031500,31.5,30195.0,多头买 Call，看涨,17.224124707499943,CALL,47696.0,17501.0,11474100.0,0.0011352098991008423,10M-50M,2025-10-03,3.8,3.8,3.9,27785.0,1.53125234375,True,RGTI,0.58,5.551724137931035,0.17224124707499944,10107470001.0,555.1724137931035,30195.0,34.99140167236328,29.850000381469727
META251003C00712500,712.5,8178.0,多头买 Call，看涨,1.260208226072563,CALL,8336.0,158.0,11449200.0,6.127792764117011e-06,10M-50M,2025-10-03,14.0,14.7,15.3,375.0,0.2804027038574218,True,META,10.55,0.3270142180094786,0.012602082260725631,1868405222031.0,32.70142180094786,8178.0,726.3800048828125,717.3400268554688
TSLA251121C00500000,500.0,-5298.0,多头平仓 Call，减仓，看涨减弱,-3.6303670697618196,CALL,65004.0,70302.0,10770834.0,7.5824902041713135e-06,10M-50M,2025-11-21,20.33,20.3,20.45,30593.0,0.6147499462890625,False,TSLA,27.95,-0.2726296958855099,-0.036303670697618196,1420487690716.0,-27.262969588550988,-5298.0,442.7799072265625,459.4599914550781
META251031C00700000,700.0,2053.0,多头买 Call，看涨,1.260208226072563,CALL,2116.0,63.0,10589374.0,5.667600301656781e-06,10M-50M,2025-10-31,51.58,51.6,51.95,24.0,0.4574334042358399,True,META,46.15,0.11765980498374864,0.012602082260725631,1868405222031.0,11.765980498374864,2053.0,726.3800048828125,717.3400268554688
MSTR260320C00330000,330.0,1450.0,多头买 Call，看涨,3.684879609278332,CALL,1783.0,333.0,10403750.0,0.00011871700784031939,10M-50M,2026-03-20,71.75,71.35,72.35,43.0,0.661960167541504,True,MSTR,64.2,0.11760124610591895,0.03684879609278332,87634873800.0,11.760124610591895,1450.0,350.8800048828125,338.4100036621094
INTC251017C00030000,30.0,-14212.0,空头平仓 Call，回补信号，看涨,3.714532415640684,CALL,29133.0,43345.0,10303700.0,6.631141659185178e-05,10M-50M,2025-10-17,7.25,7.2,7.3,829.0,0.5273484765625001,True,INTC,6.25,0.16,0.03714532415640684,155383500000.0,16.0,-14212.0,37.275001525878906,35.939998626708984
RGTI251003C00032500,32.5,-30230.0,空头平仓 Call，回补信号，看涨,17.224124707499943,CALL,1882.0,32112.0,9824750.0,0.0009720286084478085,5M-10M,2025-10-03,3.25,2.84,3.05,2172.0,1.35547197265625,True,RGTI,0.35,8.285714285714286,0.17224124707499944,10107470001.0,828.5714285714287,-30230.0,34.99140167236328,29.850000381469727
TSLA260320C00450000,450.0,-1385.0,多头平仓 Call，减仓，看涨减弱,-3.6303670697618196,CALL,4472.0,5857.0,9514950.0,6.698368498500658e-06,5M-10M,2026-03-20,68.7,68.0,68.25,773.0,0.5941202697753907,False,TSLA,80.8,-0.1497524752475247,-0.036303670697618196,1420487690716.0,-14.975247524752469,-1385.0,442.7799072265625,459.4599914550781
META251219C00720000,720.0,1702.0,多头买 Call，看涨,1.260208226072563,CALL,2472.0,770.0,9361000.0,5.010155125676846e-06,5M-10M,2025-12-19,55.0,55.1,55.45,202.0,0.3893646269226075,True,META,50.6,0.0869565217391304,0.012602082260725631,1868405222031.0,8.695652173913041,1702.0,726.3800048828125,717.3400268554688
BABA251031C00180000,180.0,-5903.0,空头平仓 Call，回补信号，看涨,3.6063603054429247,CALL,3280.0,9183.0,8960754.0,2.257183781002575e-05,5M-10M,2025-10-31,15.18,15.7,15.9,620.0,0.4998829309082031,True,BABA,11.4,0.331578947368421,0.036063603054429245,396988232656.0,33.157894736842096,-5903.0,189.3717041015625,182.77999877929688
META251031P00700000,700.0,3877.0,空头卖 Put，看涨/看不跌,1.260208226072563,PUT,4641.0,764.0,8858945.000000002,4.741447356034534e-06,5M-10M,2025-10-31,22.85,22.65,23.0,1165.0,0.4245357839965821,False,META,25.9,-0.11776061776061766,0.012602082260725631,1868405222031.0,-11.776061776061766,3877.0,726.3800048828125,717.3400268554688
COIN251003C00342500,342.5,-2955.0,空头平仓 Call，回补信号，看涨,7.700837296098781,CALL,1570.0,4525.0,8835450.0,0.00011000818221634086,5M-10M,2025-10-03,29.9,29.45,30.45,458.0,0.586918193359375,True,COIN,8.25,2.624242424242424,0.07700837296098781,80316298497.0,262.4242424242424,-2955.0,372.8280029296875,346.1700134277344
COIN251003C00347500,347.5,-3344.0,空头平仓 Call，回补信号，看涨,7.700837296098781,CALL,9477.0,12821.0,8343280.0,0.00010388028527374977,5M-10M,2025-10-03,24.95,24.1,25.75,4216.0,0.6196327099609377,True,COIN,5.66,3.408127208480565,0.07700837296098781,80316298497.0,340.81272084805653,-3344.0,372.8280029296875,346.1700134277344
MSTR260320C00360000,360.0,1407.0,多头买 Call，看涨,3.684879609278332,CALL,1606.0,199.0,8177484.0,9.331312576158465e-05,5M-10M,2026-03-20,58.12,57.35,58.55,10.0,0.6499973965454101,False,MSTR,50.65,0.14748272458045408,0.03684879609278332,87634873800.0,14.748272458045408,1407.0,350.8800048828125,338.4100036621094
TSLA260417C00550000,550.0,1654.0,空头卖 Call，看跌/看不涨,-3.6303670697618196,CALL,1950.0,296.0,7277600.0,5.1233108513117134e-06,5M-10M,2026-04-17,44.0,43.8,44.05,1835.0,0.6054574366760255,False,TSLA,52.35,-0.15950334288443174,-0.036303670697618196,1420487690716.0,-15.950334288443175,1654.0,442.7799072265625,459.4599914550781
MSTR251003C00345000,345.0,-10079.0,空头平仓 Call，回补信号，看涨,3.684879609278332,CALL,19620.0,29699.0,6833562.0,7.797765551184031e-05,5M-10M,2025-10-03,6.78,6.75,7.2,20727.0,0.3391179370117187,True,MSTR,3.0,1.26,0.03684879609278332,87634873800.0,126.0,-10079.0,350.8800048828125,338.4100036621094
MSTR251003C00337500,337.5,5012.0,多头买 Call，看涨,3.684879609278332,CALL,22857.0,17845.0,6340180.0,7.23476822077651e-05,5M-10M,2025-10-03,12.65,11.75,13.2,20333.0,1.0000000000000004e-05,True,MSTR,6.1,1.0737704918032789,0.03684879609278332,87634873800.0,107.37704918032789,5012.0,350.8800048828125,338.4100036621094
TSLA280121C00450000,450.0,390.0,空头卖 Call，看跌/看不涨,-3.6303670697618196,CALL,1217.0,827.0,6265350.0,4.410703479480302e-06,5M-10M,2028-01-21,160.65,158.0,159.55,120.0,0.6227912477111817,False,TSLA,172.87,-0.0706889570197258,-0.036303670697618196,1420487690716.0,-7.06889570197258,390.0,442.7799072265625,459.4599914550781
TSLA251010P00500000,500.0,1028.0,多头买 Put，看跌,-3.6303670697618196,PUT,1050.0,22.0,6136132.0,4.319736130136453e-06,5M-10M,2025-10-10,59.69,62.05,62.9,408.0,0.7995625512695312,True,TSLA,43.95,0.3581342434584754,-0.036303670697618196,1420487690716.0,35.81342434584754,1028.0,442.7799072265625,459.4599914550781
TSLA251003C00420000,420.0,-3041.0,多头平仓 Call，减仓，看涨减弱,-3.6303670697618196,CALL,4374.0,7415.0,6094164.0,4.290191347542211e-06,5M-10M,2025-10-03,20.04,19.8,20.25,1283.0,1.0000000000000004e-05,True,TSLA,40.35,-0.5033457249070632,-0.036303670697618196,1420487690716.0,-50.33457249070632,-3041.0,442.7799072265625,459.4599914550781
META251003P00780000,780.0,-1050.0,多头平仓 Put，减仓，看跌减弱,1.260208226072563,PUT,2.0,1052.0,6009150.0,3.2161920386135046e-06,5M-10M,2025-10-03,57.23,53.5,55.15,2.0,0.5891154370117189,True,META,61.85,-0.07469684721099441,0.012602082260725631,1868405222031.0,-7.4696847210994415,-1050.0,726.3800048828125,717.3400268554688
TSLA251003C00415000,415.0,-2308.0,多头平仓 Call，减仓，看涨减弱,-3.6303670697618196,CALL,3779.0,6087.0,6007724.000000001,4.229339007486784e-06,5M-10M,2025-10-03,26.03,24.55,25.35,612.0,1.0000000000000004e-05,True,TSLA,47.53,-0.45234588680833154,-0.036303670697618196,1420487690716.0,-45.234588680833156,-2308.0,442.7799072265625,459.4599914550781
MSTR251003C00355000,355.0,26552.0,多头买 Call，看涨,3.684879609278332,CALL,28950.0,2398.0,5788336.000000001,6.605060005232758e-05,5M-10M,2025-10-03,2.18,2.14,2.31,45356.0,0.3869690209960937,False,MSTR,1.0,1.1800000000000002,0.03684879609278332,87634873800.0,118.00000000000001,26552.0,350.8800048828125,338.4100036621094
AMD251121C00195000,195.0,10117.0,多头买 Call，看涨,3.8351373425963424,CALL,13243.0,3126.0,5766690.0,2.228425682112019e-05,5M-10M,2025-11-21,5.7,5.75,5.85,654.0,0.5538985040283204,False,AMD,4.25,0.34117647058823536,0.038351373425963425,258778654648.0,34.117647058823536,10117.0,170.3000030517578,164.00999450683594
TSLA251003P00460000,460.0,2653.0,多头买 Put，看跌,-3.6303670697618196,PUT,3641.0,988.0,5717215.0,4.024825443660286e-06,5M-10M,2025-10-03,21.55,21.3,21.75,41181.0,0.8117694604492187,True,TSLA,10.3,1.0922330097087378,-0.036303670697618196,1420487690716.0,109.22330097087378,2653.0,442.7799072265625,459.4599914550781
BULL251121C00015000,15.0,23494.0,多头买 Call，看涨,2.3990080164743017,CALL,38898.0,15404.0,5591571.999999999,0.0007992983214279962,5M-10M,2025-11-21,2.38,2.35,2.38,15801.0,1.2099648876953122,False,BULL,2.16,0.10185185185185174,0.02399008016474302,6995600829.0,10.185185185185173,23494.0,14.44849967956543,14.109999656677246
COIN251003C00360000,360.0,3976.0,多头买 Call，看涨,7.700837296098781,CALL,6409.0,2433.0,5566400.0,6.930598277269859e-05,5M-10M,2025-10-03,14.0,13.75,14.3,18920.0,0.534184345703125,True,COIN,2.04,5.862745098039216,0.07700837296098781,80316298497.0,586.2745098039217,3976.0,372.8280029296875,346.1700134277344
MSTR251121C00330000,330.0,-1280.0,空头平仓 Call，回补信号，看涨,3.684879609278332,CALL,58864.0,60144.0,5396480.0,6.157913814443127e-05,5M-10M,2025-11-21,42.16,42.05,42.85,2053.0,0.6097145962524416,True,MSTR,35.5,0.1876056338028168,0.03684879609278332,87634873800.0,18.76056338028168,-1280.0,350.8800048828125,338.4100036621094
TSLA260116C00400000,400.0,-687.0,多头平仓 Call，减仓，看涨减弱,-3.6303670697618196,CALL,24613.0,25300.0,5262420.0,3.7046572345498226e-06,5M-10M,2026-01-16,76.6,76.9,77.65,794.0,0.586918193359375,True,TSLA,92.19,-0.16910727844668624,-0.036303670697618196,1420487690716.0,-16.910727844668624,-687.0,442.7799072265625,459.4599914550781
INTC251121C00040000,40.0,19228.0,多头买 Call，看涨,3.714532415640684,CALL,38136.0,18908.0,5230016.0,3.365876042179511e-05,5M-10M,2025-11-21,2.72,2.69,2.72,13668.0,0.6828644995117189,False,INTC,2.38,0.142857142857143,0.03714532415640684,155383500000.0,14.285714285714299,19228.0,37.275001525878906,35.939998626708984
TSLA251003P00455000,455.0,2892.0,多头买 Put，看跌,-3.6303670697618196,PUT,4696.0,1804.0,5089920.0,3.583220068196729e-06,5M-10M,2025-10-03,17.6,17.75,17.95,43204.0,0.8042011767578124,True,TSLA,7.9,1.2278481012658229,-0.036303670697618196,1420487690716.0,122.78481012658229,2892.0,442.7799072265625,459.4599914550781
