contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap
MU260702P01000000,1000.0,15.55,买 Put，看跌,-1.6470377953022446,PUT,2676.0,8202.0,4161180.0000000005,0.002190094736842105,8608.0,<=5M,2026-07-02,1113.6800537109375,1132.3299560546875,1128.699951171875,1128.699951171875,1104.6300048828125,0.0,0.0,0.2500075,False,MU,5526.0,12.0,6002.0,2676.0,48.42562432138979,0.2958333333333334,-0.016470377953022447,190000000000,29.58333333333334,2.1900947368421054e-05
MSFT260701C00385000,385.0,2.7,买 Call，看涨,1.547038366299469,CALL,14124.0,15061.0,3813480.0000000005,7.962998538316977e-05,5667.0,<=5M,2026-07-01,378.739990234375,372.9700012207031,377.5,378.989990234375,375.1000061035156,0.0,0.0,0.0312596875,False,MSFT,937.0,2.05,353.0,14124.0,1507.3639274279617,0.31707317073170754,0.01547038366299469,4789000000000,31.707317073170753,7.962998538316977e-07
MU260702P00950000,950.0,9.25,买 Put，看跌,-1.6470377953022446,PUT,3954.0,6231.0,3657450.0,0.0019249736842105263,5883.0,<=5M,2026-07-02,1113.6800537109375,1132.3299560546875,1128.699951171875,1128.699951171875,1104.6300048828125,0.0,0.0,0.2500075,False,MU,2277.0,7.2,3401.0,3954.0,173.6495388669302,0.2847222222222222,-0.016470377953022447,190000000000,28.47222222222222,1.9249736842105263e-05
MSFT260717C00390000,390.0,6.6,买 Call，看涨,1.547038366299469,CALL,4067.0,16822.0,2684219.9999999995,5.6049697222802244e-05,14767.0,<=5M,2026-07-17,378.739990234375,372.9700012207031,377.5,378.989990234375,375.1000061035156,0.0,0.0,0.0312596875,False,MSFT,12755.0,5.74,7565.0,4067.0,31.885535084280676,0.14982578397212534,0.01547038366299469,4789000000000,14.982578397212535,5.604969722280224e-07
QCOM260702P00190000,190.0,8.0,买 Put平仓/做波动率交易,1.122023341701403,PUT,2810.0,4578.0,2248000.0,0.001055399061032864,2764.0,<=5M,2026-07-02,191.51499938964844,189.38999938964844,193.02999877929688,194.58999633789065,191.22000122070312,0.0,0.0,0.0312596875,False,QCOM,1768.0,5.16,372.0,2810.0,158.9366515837104,0.5503875968992248,0.011220233417014029,213000000000,55.03875968992248,1.0553990610328638e-05
MSFT260821C00400000,400.0,14.34,买 Call，看涨,1.547038366299469,CALL,1511.0,6156.0,2166774.0,4.5244811025266235e-05,14205.0,<=5M,2026-08-21,378.739990234375,372.9700012207031,377.5,378.989990234375,375.1000061035156,0.0,0.0,0.0312596875,False,MSFT,4645.0,13.03,14135.0,1511.0,32.529601722282024,0.10053722179585577,0.01547038366299469,4789000000000,10.053722179585577,4.5244811025266234e-07
