contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap
CORZ251121C00018000,18.0,2.9,买 Call，看涨,1.62147960571726,CALL,23505.0,23550.0,6816450.0,0.1324577308064548,59230.0,5M-10M,2025-11-21,19.114999771118164,18.809999465942383,19.459999084472656,19.5,18.96999931335449,0.0,0.0,1.0000000000000004e-05,True,CORZ,45.0,2.73,58989.0,23505.0,52233.333333333336,0.062271062271062244,0.0162147960571726,5146132248.0,6.2271062271062245,0.0013245773080645478
CORZ251121C00021000,21.0,1.81,买 Call，看涨,1.62147960571726,CALL,12230.0,13878.0,2213630.0,0.043015412222651456,20377.0,<=5M,2025-11-21,19.114999771118164,18.809999465942383,19.459999084472656,19.5,18.96999931335449,0.0,0.0,0.062509375,False,CORZ,1648.0,1.65,16139.0,12230.0,742.1116504854368,0.09696969696969707,0.0162147960571726,5146132248.0,9.696969696969706,0.00043015412222651453
