contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap,股票价格(new),股票价格(old)
AMD251003P00167500,167.5,2.43,卖 Put，看涨,1.3989863994609177,PUT,8366.0,8686.0,2032938.0,0.000785589523512005,614.0,<=5M,2025-10-03,2.43,2.47,0.6259803027343751,False,AMD,320.0,4.64,614.0,8366.0,2614.375,-0.4762931034482758,0.013989863994609178,258778654648.0,-47.62931034482758,7.85589523512005e-06,168.90029907226562,166.57000732421875
