contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap
AAPL260814C00325000,325.0,18.62,卖 Call，看跌,-1.218248643497768,CALL,3601.0,3904.0,6705062.000000001,0.00015885008291873965,2322.0,5M-10M,2026-08-14,334.07000732421875,338.19000244140625,333.1300048828125,334.4800109863281,332.010009765625,0.0,0.0,1.0000000000000004e-05,True,AAPL,303.0,20.63,3782.0,3601.0,1188.4488448844884,-0.09743092583616084,-0.01218248643497768,4221000000000,-9.743092583616084,1.5885008291873966e-06
AMD260821P00400000,400.0,22.75,买 Put平仓/做波动率交易,7.275468530363627,PUT,2015.0,5406.0,4584125.0,0.0017631250000000002,5388.0,<=5M,2026-08-21,460.8125,429.55999755859375,459.1600036621094,466.2749938964844,458.4500122070313,0.0,0.0,0.12500875,False,AMD,3391.0,21.0,8149.0,2015.0,59.421999410203476,0.08333333333333333,0.07275468530363627,260000000000,8.333333333333332,1.763125e-05
NBIS260807C00155000,155.0,12.05,卖 Call，看空/价差对冲,16.85332311551074,CALL,2856.0,3111.0,3441480.0000000005,0.01323646153846154,2815.0,<=5M,2026-08-07,173.1999969482422,148.22000122070312,172.13499450683594,175.52999877929688,169.0800018310547,0.0,0.0,1.0000000000000004e-05,True,NBIS,255.0,13.08,38.0,2856.0,1120.0,-0.07874617737003053,0.1685332311551074,26000000000,-7.874617737003053,0.0001323646153846154
