contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
TSM260320C00360000,360.0,10756.0,多头买 Call，看涨,2.6820159561259,CALL,14989.0,4233.0,15542419.999999998,1.0962393483160007e-05,10M-50M,2026-03-20,358.3705139160156,349.010009765625,348.760009765625,358.6600036621094,347.8399963378906,14.45,0.0,0.0,15702.0,0.0039162109375,False,TSM,14.23,0.015460295151089168,0.026820159561259,1417794391697.0,1.5460295151089167,10756.0
MU260213P00395000,395.0,9736.0,多头买 Put，看跌,-1.643065653811035,PUT,10440.0,704.0,15139480.000000002,8.601742453271306e-05,10M-50M,2026-02-13,388.2049865722656,394.6900024414063,380.6099853515625,389.6600036621094,370.6900024414063,15.55,0.0,0.0,10786.0,1.0000000000000004e-05,True,MU,15.55,0.0,-0.01643065653811035,176004804634.0,0.0,9736.0
SNOW270319P00180000,180.0,3413.0,空头卖 Put，看涨/看不跌,2.226444316968267,PUT,3433.0,20.0,14621292.000000002,0.00019211233841915664,10M-50M,2027-03-19,172.17999267578125,168.42999267578125,168.41000366210938,173.2991943359375,166.27499389648438,42.84,0.0,0.0,3424.0,1.0000000000000004e-05,True,SNOW,42.84,0.0,0.02226444316968267,76108032000.0,0.0,3413.0
BE260618C00165000,165.0,4203.0,多头买 Call，看涨,5.150240952370188,CALL,9422.0,5219.0,14294403.0,0.0008687104985526281,10M-50M,2026-06-18,150.47000122070312,143.10000610351562,145.0,153.9600067138672,141.3800048828125,34.01,0.0,0.0,6458.0,0.0312596875,False,BE,32.22,0.05555555555555553,0.05150240952370188,16454737250.0,5.555555555555554,4203.0
CRWV260821C00080000,80.0,3909.0,多头买 Call，看涨,4.102281897273994,CALL,4079.0,170.0,11375190.0,0.0001934727182208286,10M-50M,2026-08-21,93.63999938964844,89.94999694824219,90.06999969482422,95.37999725341795,88.69999694824219,29.1,0.0,0.0,4023.0,1.0000000000000004e-05,True,CRWV,29.1,0.0,0.04102281897273995,58794801172.0,0.0,3909.0
CRWV260618C00100000,100.0,4533.0,多头买 Call，看涨,4.102281897273994,CALL,8940.0,4407.0,8376984.0,0.00014247831156863225,5M-10M,2026-06-18,93.63999938964844,89.94999694824219,90.06999969482422,95.37999725341795,88.69999694824219,18.48,0.0,0.0,5331.0,0.0312596875,False,CRWV,17.59,0.05059693007390566,0.04102281897273995,58794801172.0,5.059693007390566,4533.0
