contractSymbol,strike,oi_change,oi_change_pct,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,price_basis_new,price_basis_old,price_source_new,price_source_old,spread_pct_new,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,spread_pct_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
INTC260918C00097500,97.5,63781.0,41416.23376623377,多头买 Call，看涨,2.641086074967728,CALL,63935.0,154.0,253051117.49999997,0.001745180120689655,>50M,2026-09-18,39.675,37.35,mid,mid,0.013862633900441193,127.86000061035156,124.56999969482422,129.6199951171875,132.61000061035156,126.66999816894533,39.28,39.4,39.95,324.0,0.9300544104003908,True,INTC,37.23,0.013386880856760375,0.06224899598393563,0.02641086074967728,145000000000,6.224899598393563,63781.0
MU260626C01050000,1050.0,14468.0,591.7382413087935,多头买 Call，看涨,10.837298567690583,CALL,16913.0,2445.0,163633079.99999997,0.0008612267368421051,>50M,2026-06-26,113.1,66.725,mid,mid,0.022988505747126513,1087.989990234375,981.6099853515624,1055.8900146484375,1097.469970703125,1001.010009765625,114.1,111.8,114.4,2877.0,1.2035104521942137,True,MU,67.09,0.015736230798051663,0.6950168602472837,0.10837298567690583,190000000000,69.50168602472837,14468.0
GLW260918C00140000,140.0,6736.0,5181.538461538462,多头买 Call，看涨,4.759965722877597,CALL,6866.0,130.0,38664640.0,0.0007435507692307692,10M-50M,2026-09-18,57.4,51.875,mid,mid,0.040069686411149774,187.9199981689453,179.38150024414062,187.47000122070312,190.0,185.22999572753903,56.89,56.25,58.55,22.0,0.8142108422851562,True,GLW,52.35,0.039518072289156575,0.10650602409638552,0.047599657228775974,52000000000,10.650602409638552,6736.0
SNDK260618C01600000,1600.0,772.0,179.53488372093022,多头买 Call，看涨,6.452206121467772,CALL,1202.0,430.0,37862740.0,0.0047328425,10M-50M,2026-06-18,490.45,384.9,mid,mid,0.021408910184524416,2107.860107421875,1980.0999755859373,2098.780029296875,2119.89990234375,2021.1099853515625,497.2,485.2,495.7,853.0,1.0000000000000004e-05,True,SNDK,400.2,0.03169654455702777,0.2742270719667447,0.06452206121467773,8000000000,27.422707196674466,772.0
TSLA260710C00400000,400.0,12835.0,1620.5808080808079,多头买 Call，看涨,1.1613319158924187,CALL,13627.0,792.0,31991237.5,2.1427486604152714e-05,10M-50M,2026-07-10,24.925,23.525,mid,mid,0.014042126379137468,411.1499938964844,406.4299926757813,412.0799865722656,416.0,407.1000061035156,25.3,24.75,25.1,307.0,0.4403742486572265,True,TSLA,24.1,0.010626992561105207,0.05951115834218926,0.011613319158924187,1493000000000,5.951115834218926,12835.0
MRVL260618C00280000,280.0,8670.0,172.2288438617402,多头买 Call，看涨,10.432603290050091,CALL,13704.0,5034.0,29564700.0,0.0004106208333333333,10M-50M,2026-06-18,34.1,17.424999999999997,mid,mid,0.023460410557184667,308.8800048828125,279.70001220703125,296.7099914550781,312.9798889160156,288.0899963378906,34.2,33.7,34.5,1516.0,1.2692907629394528,True,MRVL,17.4,0.031563845050215256,0.9569583931133433,0.10432603290050091,72000000000,95.69583931133432,8670.0
SNDK270115C01750000,1750.0,-322.0,-66.39175257731958,空头平仓 Call，回补信号，看涨,6.452206121467772,CALL,163.0,485.0,27141380.0,0.0033926725,10M-50M,2027-01-15,842.9,763.25,mid,mid,0.01637204887887051,2107.860107421875,1980.0999755859373,2098.780029296875,2119.89990234375,2021.1099853515625,825.85,836.0,849.8,1.0,1.1357426941108706,True,SNDK,799.0,0.01899770717327219,0.10435637078283652,0.06452206121467773,8000000000,10.435637078283651,-322.0
MRVL260821C00250000,250.0,3060.0,352.1288837744534,多头买 Call，看涨,10.432603290050091,CALL,3929.0,869.0,26338949.999999993,0.0003658187499999999,10M-50M,2026-08-21,86.07499999999999,66.675,mid,mid,0.02846354923032243,308.8800048828125,279.70001220703125,296.7099914550781,312.9798889160156,288.0899963378906,84.9,84.85,87.3,80.0,1.08087617767334,True,MRVL,68.06,0.047244094488189066,0.2909636295463066,0.10432603290050091,72000000000,29.09636295463066,3060.0
AMZN260821C00270000,270.0,35447.0,302.06220707285894,多头买 Call，看涨,3.163696069488224,CALL,47182.0,11735.0,24635665.0,1.1047383408071748e-05,10M-50M,2026-08-21,6.95,5.325,mid,mid,0.014388489208633042,246.0970001220703,238.5500030517578,245.16400146484372,247.80499267578125,244.72999572753903,6.9,6.9,7.0,1167.0,0.3657900335693359,False,AMZN,5.32,0.02816901408450711,0.30516431924882625,0.03163696069488224,2230000000000,30.516431924882625,35447.0
SNDK270115C02500000,2500.0,411.0,696.6101694915254,多头买 Call，看涨,6.452206121467772,CALL,470.0,59.0,24255165.0,0.003031895625,10M-50M,2027-01-15,590.15,525.9000000000001,mid,mid,0.023214437007540535,2107.860107421875,1980.0999755859373,2098.780029296875,2119.89990234375,2021.1099853515625,596.05,583.3,597.0,394.0,1.1290231384754184,False,SNDK,551.31,0.02586042973949424,0.12217151549724259,0.06452206121467773,8000000000,12.217151549724258,411.0
SNDK270115C01900000,1900.0,-300.0,-64.65517241379311,空头平仓 Call，回补信号，看涨,6.452206121467772,CALL,164.0,464.0,23487000.0,0.002935875,10M-50M,2027-01-15,782.9,708.2,mid,mid,0.014050325712096053,2107.860107421875,1980.0999755859373,2098.780029296875,2119.89990234375,2021.1099853515625,793.18,777.4,788.4,5.0,1.133991756820679,True,SNDK,729.3,0.022874894097712414,0.10547867833945203,0.06452206121467773,8000000000,10.547867833945203,-300.0
TSLA261218C00435000,435.0,4574.0,741.3290113452188,多头买 Call，看涨,1.1613319158924187,CALL,5191.0,617.0,23247355.0,1.5570900870730073e-05,10M-50M,2026-12-18,50.825,49.45,mid,mid,0.0068863748155435596,411.1499938964844,406.4299926757813,412.0799865722656,416.0,407.1000061035156,51.5,50.65,51.0,24.0,0.5163775169372558,False,TSLA,50.3,0.010111223458038422,0.02780586450960566,0.011613319158924187,1493000000000,2.780586450960566,4574.0
MSFT260918C00450000,450.0,18429.0,158.66551872578563,多头买 Call，看涨,2.308445451370253,CALL,30044.0,11615.0,22621597.499999996,4.7236578617665476e-06,10M-50M,2026-09-18,12.274999999999999,10.55,mid,mid,0.012219959266802475,399.760009765625,390.739990234375,396.7950134277344,401.75,392.8450012207031,12.3,12.2,12.35,1376.0,0.3604495108032226,False,MSFT,10.54,0.009478672985781957,0.1635071090047391,0.02308445451370253,4789000000000,16.35071090047391,18429.0
TSLA260710C00410000,410.0,9882.0,1089.5259095920617,多头买 Call，看涨,1.1613319158924187,CALL,10789.0,907.0,19393425.0,1.2989567983924983e-05,10M-50M,2026-07-10,19.625,18.925,mid,mid,0.007643312101910755,411.1499938964844,406.4299926757813,412.0799865722656,416.0,407.1000061035156,19.53,19.55,19.7,1777.0,0.4375666595458984,True,TSLA,18.85,0.01321003963011889,0.036988110964332854,0.011613319158924187,1493000000000,3.6988110964332854,9882.0
SNDK270115P01640000,1640.0,467.0,569.5121951219512,空头卖 Put，看涨/看不跌,6.452206121467772,PUT,549.0,82.0,18813095.0,0.002351636875,10M-50M,2027-01-15,402.85,434.4,mid,mid,0.027057217326548425,2107.860107421875,1980.0999755859373,2098.780029296875,2119.89990234375,2021.1099853515625,402.22,397.4,408.3,65.0,1.0975539507293703,False,SNDK,444.2,0.026243093922652012,-0.07262891344383048,0.06452206121467773,8000000000,-7.262891344383047,467.0
INTC260717C00090000,90.0,-4525.0,-24.3489022815325,空头平仓 Call，回补信号，看涨,2.641086074967728,CALL,14059.0,18584.0,18054750.0,0.00012451551724137932,10M-50M,2026-07-17,39.9,37.1,mid,mid,0.020050125313283138,127.86000061035156,124.56999969482422,129.6199951171875,132.61000061035156,126.66999816894533,39.9,39.5,40.3,2275.0,1.0185595947265624,True,INTC,37.35,0.018867924528301962,0.07547169811320746,0.02641086074967728,145000000000,7.547169811320746,-4525.0
MRVL260626C00300000,300.0,6121.0,301.675702316412,多头买 Call，看涨,10.432603290050091,CALL,8150.0,2029.0,17796807.5,0.00024717788194444446,10M-50M,2026-06-26,29.075000000000003,16.5,mid,mid,0.032674118658641414,308.8800048828125,279.70001220703125,296.7099914550781,312.9798889160156,288.0899963378906,28.85,28.6,29.55,2311.0,1.1088911743164065,True,MRVL,16.8,0.03636363636363645,0.7621212121212123,0.10432603290050091,72000000000,76.21212121212123,6121.0
MU260626P01040000,1040.0,2322.0,3745.161290322581,空头卖 Put，看涨/看不跌,10.837298567690583,PUT,2384.0,62.0,16619715.0,8.747218421052631e-05,10M-50M,2026-06-26,71.575,121.67500000000001,mid,mid,0.016067062521830325,1087.989990234375,981.6099853515624,1055.8900146484375,1097.469970703125,1001.010009765625,71.01,71.0,72.15,72.0,1.2190895979309082,False,MU,118.64,0.020135607150195214,-0.41175261968358334,0.10837298567690583,190000000000,-41.175261968358335,2322.0
TSM260717C00420000,420.0,4187.0,106.53944020356234,多头买 Call，看涨,4.02056951839658,CALL,8117.0,3930.0,15701250.0,1.2869877049180328e-05,10M-50M,2026-07-17,37.5,28.6,mid,mid,0.02933333333333318,440.8599853515625,423.8200073242188,438.6799926757813,442.55999755859375,431.9285888671875,37.3,36.95,38.05,562.0,0.5101977691650392,True,TSM,28.24,0.0664335664335665,0.31118881118881114,0.0402056951839658,1220000000000,31.118881118881113,4187.0
NVDA261120C00200000,200.0,4777.0,79.53712953712953,多头买 Call，看涨,3.538181402823995,CALL,10783.0,6006.0,15274457.500000002,2.9716843385214013e-06,10M-50M,2026-11-20,31.975,28.025,mid,mid,0.007818608287724784,212.4499969482422,205.19000244140625,208.85499572753903,212.710693359375,208.33999633789065,31.89,31.85,32.1,1633.0,0.4695182443237304,True,NVDA,28.65,0.008920606601248885,0.1409455842997325,0.03538181402823995,5140000000000,14.094558429973251,4777.0
MU270115C01000000,1000.0,427.0,9.784601283226397,多头买 Call，看涨,10.837298567690583,CALL,4791.0,4364.0,14999442.499999998,7.894443421052631e-05,10M-50M,2027-01-15,351.275,283.75,mid,mid,0.011814105757597422,1087.989990234375,981.6099853515624,1055.8900146484375,1097.469970703125,1001.010009765625,351.45,349.2,353.35,1011.0,0.9779512702941896,True,MU,286.27,0.012334801762114538,0.23797356828193825,0.10837298567690583,190000000000,23.797356828193823,427.0
MRVL260918P00320000,320.0,1930.0,857.7777777777777,空头卖 Put，看涨/看不跌,10.432603290050091,PUT,2155.0,225.0,13437625.0,0.00018663368055555555,10M-50M,2026-09-18,69.625,80.775,mid,mid,0.022262118491921168,308.8800048828125,279.70001220703125,296.7099914550781,312.9798889160156,288.0899963378906,70.09,68.85,70.4,32.0,1.0046131312561035,True,MRVL,81.56,0.029093160012380173,-0.1380377592076757,0.10432603290050091,72000000000,-13.803775920767569,1930.0
MSFT260821P00420000,420.0,3770.0,86.42824392480513,空头卖 Put，看涨/看不跌,2.308445451370253,PUT,8132.0,4362.0,13374075.0,2.792665483399457e-06,10M-50M,2026-08-21,35.475,42.1,mid,mid,0.021141649048625793,399.760009765625,390.739990234375,396.7950134277344,401.75,392.8450012207031,35.32,35.1,35.85,3564.0,0.3462589788818359,True,MSFT,42.2,0.016627078384798166,-0.15736342042755344,0.02308445451370253,4789000000000,-15.736342042755345,3770.0
TSM260618C00400000,400.0,-3207.0,-19.10520671988562,空头平仓 Call，回补信号，看涨,4.02056951839658,CALL,13579.0,16786.0,12956280.000000002,1.0619901639344264e-05,10M-50M,2026-06-18,40.400000000000006,26.025,mid,mid,0.03960396039603963,440.8599853515625,423.8200073242188,438.6799926757813,442.55999755859375,431.9285888671875,42.5,39.6,41.2,254.0,0.5205126074218749,True,TSM,26.01,0.11335254562920268,0.5523535062439965,0.0402056951839658,1220000000000,55.23535062439965,-3207.0
AMD260618C00517500,517.5,3486.0,776.391982182628,多头买 Call，看涨,6.976562724637386,CALL,3935.0,449.0,12758759.999999998,4.907215384615384e-05,10M-50M,2026-06-18,36.599999999999994,17.025,mid,mid,0.016393442622950862,547.260009765625,511.5700073242188,535.75,558.3699951171875,530.5,34.0,36.3,36.9,268.0,0.80664255859375,True,AMD,17.05,0.0323054331864905,1.1497797356828192,0.06976562724637386,260000000000,114.97797356828193,3486.0
