contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
ORCL260320C00170000,170.0,7579.0,多头买 Call，看涨,1.860707871425793,CALL,10356.0,2777.0,25427545.0,3.156692525298101e-05,10M-50M,2026-03-20,195.97999572753903,192.3999938964844,188.38499450683597,197.3650054931641,195.8999938964844,33.55,0.0,0.0,10226.0,1.0000000000000004e-05,True,ORCL,33.5,0.001492537313432751,0.01860707871425793,805512250440.0,0.1492537313432751,7579.0
NVDA251226C00175000,175.0,-17557.0,空头平仓 Call，回补信号，看涨,1.2652595262887465,CALL,28876.0,46433.0,12289900.0,2.838302944307147e-06,10M-50M,2025-12-26,183.27999877929688,180.9900054931641,183.9199981689453,184.0,183.1300048828125,7.0,0.0,0.0,50750.0,1.0000000000000004e-05,True,NVDA,6.6,0.06060606060606066,0.012652595262887464,4330017000000.0,6.060606060606066,-17557.0
AVGO260116C00350000,350.0,5533.0,多头买 Call，看涨,1.0959017354743816,CALL,16714.0,11181.0,6196960.0,3.922690727744738e-06,5M-10M,2026-01-16,344.0899963378906,340.3599853515625,346.0299987792969,346.239990234375,344.0899963378906,11.2,0.0,0.0,10016.0,0.01563484375,False,AVGO,9.9,0.1313131313131312,0.010959017354743817,1579772770810.0,13.131313131313119,5533.0
