contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs
PLTR260320C00160000,160.0,30516.0,多头买 Call，看涨,4.141312047121546,CALL,33298.0,2782.0,131218800.0,0.00031149357443883464,>50M,2026-03-20,193.3800048828125,185.69000244140625,186.80999755859372,195.0,186.77999877929688,43.0,43.15,43.65,85.0,0.6533237792968751,True,PLTR,36.85,0.16689280868385342,0.04141312047121546,421256843697.0,16.689280868385342,30516.0
PLTR260220C00160000,160.0,-22092.0,空头平仓 Call，回补信号，看涨,4.141312047121546,CALL,28687.0,50779.0,90356280.0,0.00021449213550342014,>50M,2026-02-20,193.3800048828125,185.69000244140625,186.80999755859372,195.0,186.77999877929688,40.9,40.5,41.3,1108.0,0.6789582885742189,True,PLTR,34.35,0.19068413391557487,0.04141312047121546,421256843697.0,19.06841339155749,-22092.0
AVGO260320C00280000,280.0,9974.0,多头买 Call，看涨,3.176906849044378,CALL,10959.0,985.0,69568650.0,4.403712437981187e-05,>50M,2026-03-20,340.3599853515625,329.8800048828125,333.3349914550781,341.44000244140625,332.5775146484375,69.75,69.2,70.25,57.0,0.5053150054931641,True,AVGO,62.15,0.12228479485116656,0.03176906849044378,1579772770810.0,12.228479485116656,9974.0
NVDA251226C00177500,177.5,34878.0,多头买 Call，看涨,3.933620149032138,CALL,59940.0,25062.0,16253148.000000002,3.7535991198186987e-06,10M-50M,2025-12-26,180.9900054931641,174.13999938964844,176.6649932861328,181.4499969482422,176.35000610351562,4.66,4.7,4.75,28766.0,0.2500075,True,NVDA,1.94,1.4020618556701032,0.03933620149032138,4330017000000.0,140.20618556701032,34878.0
MU270115C00200000,200.0,1387.0,多头买 Call，看涨,6.988537583063094,CALL,2993.0,1606.0,14286100.0,8.116880689540143e-05,10M-50M,2027-01-15,265.9200134277344,248.5500030517578,251.75,268.3800048828125,251.75,103.0,103.35,105.85,13.0,0.7099028033447266,True,MU,89.8,0.1469933184855234,0.06988537583063094,176004804634.0,14.69933184855234,1387.0
RIVN260220C00020000,20.0,33566.0,多头买 Call，看涨,10.700197252571606,CALL,48957.0,15391.0,13762059.999999998,0.000727480182098717,10M-50M,2026-02-20,22.450000762939453,20.280000686645508,20.309999465942383,22.63999938964844,20.309999465942383,4.1,4.0,4.2,3852.0,0.7656273437500001,True,RIVN,2.7,0.5185185185185183,0.10700197252571605,18917436294.0,51.851851851851826,33566.0
NVDA260618C00190000,190.0,-6628.0,空头平仓 Call，回补信号，看涨,3.933620149032138,CALL,25954.0,32582.0,12725760.0,2.938963057188921e-06,10M-50M,2026-06-18,180.9900054931641,174.13999938964844,176.6649932861328,181.4499969482422,176.35000610351562,19.2,19.1,19.2,1430.0,0.4502618450927734,False,NVDA,16.29,0.17863720073664827,0.03933620149032138,4330017000000.0,17.863720073664826,-6628.0
AMD260515C00200000,200.0,3337.0,多头买 Call，看涨,6.152389966871762,CALL,9931.0,6594.0,12193398.0,4.711902539483366e-05,10M-50M,2026-05-15,213.42999267578125,201.05999755859372,204.6000061035156,215.17999267578125,204.2001037597656,36.54,36.9,37.4,296.0,0.5737652487182617,True,AMD,29.05,0.2578313253012048,0.061523899668717616,258778654648.0,25.78313253012048,3337.0
PLTR251219C00190000,190.0,27320.0,多头买 Call，看涨,4.141312047121546,CALL,67580.0,40260.0,11337800.000000002,2.6914221500826253e-05,10M-50M,2025-12-19,193.3800048828125,185.69000244140625,186.80999755859372,195.0,186.77999877929688,4.15,4.15,4.25,131010.0,0.5219774365234374,True,PLTR,0.55,6.545454545454546,0.04141312047121546,421256843697.0,654.5454545454546,27320.0
NVDA260821C00190000,190.0,4712.0,多头买 Call，看涨,3.933620149032138,CALL,6296.0,1584.0,10936552.0,2.5257526702551052e-06,10M-50M,2026-08-21,180.9900054931641,174.13999938964844,176.6649932861328,181.4499969482422,176.35000610351562,23.21,23.1,23.2,183.0,0.4548089187622071,False,NVDA,20.1,0.15472636815920393,0.03933620149032138,4330017000000.0,15.472636815920392,4712.0
