contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,股票价格(new),股票价格(old),股票价格(new open),股票价格(new high),股票价格(new low),bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap
MSTR260417C00136000,136.0,34.61,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,4105.0,4288.0,14207404.999999998,0.016212044798996447,10169.0,10M-50M,2026-04-17,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,33.0,34.15,4.084965831298829,True,MSTR,183.0,30.02,10169.0,4105.0,2243.169398907104,0.15289806795469688,-0.028206832903534165,87634873800.0,15.289806795469687,0.00016212044798996446
MSTR260417C00143000,143.0,27.83,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,4127.0,4538.0,11485440.999999998,0.013106016477198373,5272.0,10M-50M,2026-04-17,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,25.95,29.3,3.841797270507812,True,MSTR,411.0,23.5,5272.0,4127.0,1004.1362530413626,0.1842553191489361,-0.028206832903534165,87634873800.0,18.425531914893607,0.00013106016477198372
MSTR260424C00170000,170.0,8.0,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,13370.0,25820.0,10696000.0,0.012205186743818874,1989.0,10M-50M,2026-04-24,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,7.9,8.15,0.9677737597656252,False,MSTR,12450.0,6.75,1989.0,13370.0,107.38955823293172,0.18518518518518517,-0.028206832903534165,87634873800.0,18.51851851851852,0.00012205186743818874
AAPL260417C00270000,270.0,1.2,买 Call，看涨,1.2326866568302297,CALL,61916.0,166574.0,7429920.0,0.0001959818782699738,59142.0,5M-10M,2026-04-17,272.239990234375,268.92498779296875,267.0979919433594,272.239990234375,266.7200012207031,1.19,1.2,1.0000000000000004e-05,True,AAPL,104658.0,0.71,59142.0,61916.0,59.16031263735214,0.6901408450704225,0.012326866568302298,3791126029400.0,69.01408450704226,1.959818782699738e-06
MSTR260417C00170000,170.0,2.15,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,28787.0,52402.0,6189205.0,0.0070624909144331996,6266.0,5M-10M,2026-04-17,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,2.09,2.29,1.0312548437500002,False,MSTR,23615.0,1.55,6266.0,28787.0,121.90133389794622,0.38709677419354827,-0.028206832903534165,87634873800.0,38.709677419354826,7.0624909144332e-05
MSTR260424C00175000,175.0,5.94,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,8703.0,12002.0,5169582.000000001,0.005899000906645912,763.0,5M-10M,2026-04-24,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,5.85,6.1,0.9504399487304688,False,MSTR,3299.0,5.1,763.0,8703.0,263.8072143073659,0.16470588235294134,-0.028206832903534165,87634873800.0,16.470588235294134,5.899000906645912e-05
AAPL260417C00267500,267.5,3.05,买 Call，看涨,1.2326866568302297,CALL,15785.0,42732.0,4814425.0,0.00012699195338441313,23244.0,<=5M,2026-04-17,272.239990234375,268.92498779296875,267.0979919433594,272.239990234375,266.7200012207031,3.0,3.1,1.0000000000000004e-05,True,AAPL,26947.0,1.95,23244.0,15785.0,58.57794930790069,0.5641025641025641,0.012326866568302298,3791126029400.0,56.41025641025641,1.2699195338441312e-06
AAPL260417C00265000,265.0,5.42,买 Call，看涨,1.2326866568302297,CALL,7179.0,21402.0,3891018.0,0.00010263488920772726,28717.0,<=5M,2026-04-17,272.239990234375,268.92498779296875,267.0979919433594,272.239990234375,266.7200012207031,5.25,5.55,1.0000000000000004e-05,True,AAPL,14223.0,4.25,28717.0,7179.0,50.47458342121915,0.2752941176470588,0.012326866568302298,3791126029400.0,27.52941176470588,1.0263488920772726e-06
MSTR260515C00170000,170.0,15.12,买 Call平仓/做波动率交易,-2.8206832903534167,CALL,2044.0,3694.0,3090528.0,0.003526596052449613,7435.0,<=5M,2026-05-15,166.63279724121094,171.4694061279297,154.61000061035156,173.14990234375,153.77000427246094,14.65,15.25,0.8743909045410156,False,MSTR,1650.0,13.4,7435.0,2044.0,123.87878787878788,0.1283582089552238,-0.028206832903534165,87634873800.0,12.83582089552238,3.526596052449613e-05
AAPL260417C00260000,260.0,10.3,买 Call，看涨,1.2326866568302297,CALL,2981.0,4794.0,3070430.0000000005,8.09899216272148e-05,21617.0,<=5M,2026-04-17,272.239990234375,268.92498779296875,267.0979919433594,272.239990234375,266.7200012207031,10.3,10.3,1.0000000000000004e-05,True,AAPL,1813.0,9.0,21617.0,2981.0,164.42360728075013,0.14444444444444451,0.012326866568302298,3791126029400.0,14.444444444444452,8.098992162721481e-07
