contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap,股票价格(new),股票价格(old)
COIN251003C00360000,360.0,12.1,买 Call，看涨,1.856893685857917,CALL,9240.0,17997.0,11180400.0,0.013920462233973113,6409.0,10M-50M,2025-10-03,11.95,12.4,0.6601596484375001,True,COIN,8757.0,5.3,6409.0,9240.0,105.51558752997603,1.2830188679245282,0.01856893685857917,80316298497.0,128.30188679245282,0.00013920462233973113,368.4775085449219,361.760009765625
COIN251003C00350000,350.0,20.0,买 Call，看涨,1.856893685857917,CALL,4888.0,11429.0,9776000.0,0.012171875675228181,21223.0,5M-10M,2025-10-03,20.1,20.85,0.7553735400390625,True,COIN,6541.0,11.3,21223.0,4888.0,74.7286347653264,0.7699115044247786,0.01856893685857917,80316298497.0,76.99115044247786,0.00012171875675228181,368.4775085449219,361.760009765625
COIN251010C00370000,370.0,13.55,买 Call，看涨,1.856893685857917,CALL,4797.0,10457.0,6499935.000000001,0.008092921513611325,1195.0,5M-10M,2025-10-10,13.35,13.8,0.6180458117675782,False,COIN,5660.0,8.5,1195.0,4797.0,84.75265017667844,0.5941176470588236,0.01856893685857917,80316298497.0,59.41176470588236,8.092921513611324e-05,368.4775085449219,361.760009765625
RGTI251010C00036000,36.0,1.93,卖 Call，看跌,-1.6161655083125166,CALL,25287.0,26317.0,4880391.0,0.04828499119480098,305.0,<=5M,2025-10-10,1.88,2.01,1.2646521142578124,False,RGTI,1030.0,2.13,305.0,25287.0,2455.0485436893205,-0.09389671361502346,-0.016161655083125167,10107470001.0,-9.389671361502346,0.00048284991194800977,34.09000015258789,34.650001525878906
COIN251010C00372500,372.5,12.78,买 Call，看涨,1.856893685857917,CALL,3736.0,3981.0,4774607.999999999,0.005944756032523513,89.0,<=5M,2025-10-10,12.05,12.85,0.6181068463134767,False,COIN,245.0,7.55,89.0,3736.0,1524.8979591836735,0.6927152317880795,0.01856893685857917,80316298497.0,69.27152317880795,5.944756032523513e-05,368.4775085449219,361.760009765625
COIN251003C00367500,367.5,7.7,买 Call，看涨,1.856893685857917,CALL,5141.0,7458.0,3958570.0000000005,0.004928725643585109,641.0,<=5M,2025-10-03,7.5,7.75,0.6525913647460939,True,COIN,2317.0,2.91,641.0,5141.0,221.88174363400947,1.6460481099656357,0.01856893685857917,80316298497.0,164.60481099656357,4.928725643585109e-05,368.4775085449219,361.760009765625
RGTI251010P00031000,31.0,1.36,买 Put，看跌,-1.6161655083125166,PUT,25217.0,25774.0,3429512.0000000005,0.0339304692436455,693.0,<=5M,2025-10-10,1.32,1.42,1.3027378613281246,False,RGTI,557.0,1.24,693.0,25217.0,4527.289048473967,0.09677419354838718,-0.016161655083125167,10107470001.0,9.677419354838717,0.000339304692436455,34.09000015258789,34.650001525878906
INTC260116C00040000,40.0,4.05,买 Call，看涨,1.0077595814981521,CALL,6963.0,10283.0,2820015.0,0.0018148741661759451,111191.0,<=5M,2026-01-16,4.0,4.05,0.6481968774414062,False,INTC,3320.0,3.7,111191.0,6963.0,209.7289156626506,0.09459459459459449,0.010077595814981521,155383500000.0,9.459459459459449,1.8148741661759452e-05,37.084999084472656,36.71500015258789
