contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,bid,ask,openInterest,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct
RIOT260320C00023000,23.0,3.17,卖Call，看跌,-3.791708665138538,CALL,23017.0,23017.0,7296389.0,0.11158888752210326,29698.0,5M-10M,2026-03-20,3.15,3.2,29698.0,0.8676771044921875,False,RIOT,0.0,3.65,23017.0,100.0,-0.13150684931506848,-0.03791708665138538,6538634054.0,-13.150684931506849
CRWV251003C00130000,130.0,8.65,买Call，看涨,11.69605766656718,CALL,8410.0,8410.0,7274650.0,0.012372947701138625,11666.0,5M-10M,2025-10-03,8.15,8.7,11666.0,0.7407252490234374,True,CRWV,0.0,1.8,8410.0,100.0,3.805555555555556,0.11696057666567179,58794801172.0,380.5555555555556
DKNG251121C00040000,40.0,1.95,卖Call，看跌,-11.594371218328003,CALL,35442.0,35442.0,6911189.999999999,0.0328938040350374,1399.0,5M-10M,2025-11-21,1.9,1.98,1399.0,0.5222215747070311,False,DKNG,0.0,4.5,35442.0,100.0,-0.5666666666666667,-0.11594371218328003,21010613405.0,-56.666666666666664
CRWV251017C00150000,150.0,4.9,买Call，看涨,11.69605766656718,CALL,14074.0,14074.0,6896260.000000001,0.011729370390802895,11319.0,5M-10M,2025-10-17,4.8,5.0,11319.0,0.8002949658203125,False,CRWV,0.0,2.0,14074.0,100.0,1.4500000000000002,0.11696057666567179,58794801172.0,145.00000000000003
CRWV251121C00150000,150.0,14.25,买Call，看涨,11.69605766656718,CALL,4783.0,4783.0,6815775.0,0.01159247903579253,7342.0,5M-10M,2025-11-21,14.2,14.5,7342.0,0.9342047595214844,False,CRWV,0.0,9.35,4783.0,100.0,0.5240641711229947,0.11696057666567179,58794801172.0,52.40641711229947
SOFI251121C00027000,27.0,2.62,卖Call，看跌,-4.10163046119622,CALL,25806.0,25806.0,6761172.0,0.020179799620563744,18013.0,5M-10M,2025-11-21,2.6,2.64,18013.0,0.71679970703125,False,SOFI,0.0,3.3,25806.0,100.0,-0.20606060606060597,-0.0410163046119622,33504653798.0,-20.6060606060606
CRWV251003C00135000,135.0,5.2,买Call，看涨,11.69605766656718,CALL,11538.0,11538.0,5999760.0,0.010204575711461512,7471.0,5M-10M,2025-10-03,4.95,5.55,7471.0,0.7509790527343749,True,CRWV,0.0,0.86,11538.0,100.0,5.046511627906977,0.11696057666567179,58794801172.0,504.6511627906977
SMCI260220C00055000,55.0,6.15,买Call，看涨,3.408106116384799,CALL,8911.0,8911.0,5480265.0,0.020126128924590106,1484.0,5M-10M,2026-02-20,6.15,6.2,1484.0,0.7269314416503907,False,SMCI,0.0,5.15,8911.0,100.0,0.1941747572815534,0.034081061163847994,27229602973.0,19.41747572815534
BE251121C00085000,85.0,15.74,买Call，看涨,14.904893271920852,CALL,3430.0,3430.0,5398820.0,0.03281012584992811,3730.0,5M-10M,2025-11-21,15.5,16.0,3730.0,1.2502478894042968,False,BE,0.0,9.0,3430.0,100.0,0.7488888888888889,0.14904893271920852,16454737250.0,74.8888888888889
BE251003C00080000,80.0,6.66,买Call，看涨,14.904893271920852,CALL,7227.0,7227.0,4813182.0,0.02925104136804129,686.0,<=5M,2025-10-03,6.5,6.7,686.0,1.1347699511718752,True,BE,0.0,1.25,7227.0,100.0,4.328,0.14904893271920852,16454737250.0,432.8
RIOT260116C00022000,22.0,2.61,卖Call，看跌,-3.791708665138538,CALL,16730.0,16730.0,4366530.0,0.0667804615450039,30613.0,<=5M,2026-01-16,2.51,2.63,30613.0,0.8764660791015625,False,RIOT,0.0,3.05,16730.0,100.0,-0.1442622950819672,-0.03791708665138538,6538634054.0,-14.42622950819672
IREN251017P00047000,47.0,3.9,卖Put，看涨,2.177226199337324,PUT,11195.0,11195.0,4366050.0,0.03834879505533917,253.0,<=5M,2025-10-17,3.7,3.95,253.0,0.9125985302734376,True,IREN,0.0,5.3,11195.0,100.0,-0.2641509433962264,0.02177226199337324,11385103479.0,-26.41509433962264
RKT251121C00021000,21.0,1.58,卖Call，看跌,-3.773586156474585,CALL,26930.0,26930.0,4254940.0,0.010362945361131417,40172.0,<=5M,2025-11-21,1.58,1.6,40172.0,0.75586181640625,False,RKT,0.0,2.01,26930.0,100.0,-0.21393034825870635,-0.03773586156474585,41059176245.0,-21.393034825870636
AFRM251003P00077000,77.0,5.25,买Put，看跌,-4.545449109864082,PUT,7564.0,7564.0,3971100.0,0.01603889084823943,7764.0,<=5M,2025-10-03,4.3,4.5,7764.0,0.5751995605468749,True,AFRM,0.0,2.46,7564.0,100.0,1.1341463414634148,-0.04545449109864082,24759193373.0,113.41463414634147
RKLB251003P00048000,48.0,1.66,卖Put，看涨,1.914489593731075,PUT,22734.0,22734.0,3773843.9999999995,0.017018465852360918,23278.0,<=5M,2025-10-03,1.59,1.66,23278.0,0.789064609375,True,RKLB,0.0,2.66,22734.0,100.0,-0.37593984962406024,0.019144895937310752,22174995283.0,-37.593984962406026
BMNR251121C00065000,65.0,6.32,卖Call，看跌,-1.1986321378510787,CALL,5860.0,5860.0,3703520.0000000005,1.7041783037503737,48405.0,<=5M,2025-11-21,6.35,6.5,48405.0,1.351321602783203,False,BMNR,0.0,7.24,5860.0,100.0,-0.12707182320441987,-0.011986321378510786,217319983.0,-12.707182320441987
BE251003C00081000,81.0,5.8,买Call，看涨,14.904893271920852,CALL,6058.0,6058.0,3513640.0,0.02135336436320185,4121.0,<=5M,2025-10-03,5.8,6.1,4121.0,1.1313519995117187,True,BE,0.0,1.07,6058.0,100.0,4.420560747663551,0.14904893271920852,16454737250.0,442.0560747663551
BULL260116C00015000,15.0,3.15,卖Call，看跌,-4.88746121903372,CALL,10803.0,10803.0,3402944.9999999995,0.0486440705120455,73722.0,<=5M,2026-01-16,3.1,3.15,73722.0,1.0068409033203125,False,BULL,0.0,3.45,10803.0,100.0,-0.0869565217391305,-0.0488746121903372,6995600829.0,-8.69565217391305
IREN251003C00039000,39.0,8.05,买Call，看涨,2.177226199337324,CALL,4134.0,4134.0,3327870.0000000005,0.029230037356606446,589.0,<=5M,2025-10-03,7.95,8.1,589.0,1.0625046875000002,True,IREN,0.0,7.2,4134.0,100.0,0.11805555555555562,0.02177226199337324,11385103479.0,11.805555555555562
CORZ271217C00022000,22.0,7.0,买Call，看涨,3.5199112119852374,CALL,4541.0,4541.0,3178700.0,0.061768719628909154,815.0,<=5M,2027-12-17,5.5,9.45,815.0,0.8447281152343749,False,CORZ,0.0,6.45,4541.0,100.0,0.08527131782945734,0.035199112119852376,5146132248.0,8.527131782945734
RIOT260116P00016000,16.0,1.85,买Put，看跌,-3.791708665138538,PUT,16445.0,16445.0,3042325.0,0.046528448830055906,17495.0,<=5M,2026-01-16,1.78,1.83,17495.0,0.8168963623046874,False,RIOT,0.0,1.69,16445.0,100.0,0.09467455621301783,-0.03791708665138538,6538634054.0,9.467455621301783
CORZ251017C00013000,13.0,4.85,买Call，看涨,3.5199112119852374,CALL,6093.0,6093.0,2955105.0,0.057423806027302855,7256.0,<=5M,2025-10-17,4.95,5.05,7256.0,0.87500125,True,CORZ,0.0,4.25,6093.0,100.0,0.1411764705882352,0.035199112119852376,5146132248.0,14.11764705882352
BE251010C00081500,81.5,8.1,买Call，看涨,14.904893271920852,CALL,3305.0,3305.0,2677050.0,0.016269175006121718,25.0,<=5M,2025-10-10,8.0,8.2,25.0,1.1232953991699215,True,BE,0.0,2.22,3305.0,100.0,2.648648648648648,0.14904893271920852,16454737250.0,264.8648648648648
BE251017C00090000,90.0,7.0,买Call，看涨,14.904893271920852,CALL,3224.0,3224.0,2256800.0,0.013715199250598789,4482.0,<=5M,2025-10-17,6.7,7.0,4482.0,1.2085000512695312,False,BE,0.0,2.3,3224.0,100.0,2.0434782608695654,0.14904893271920852,16454737250.0,204.34782608695653
OPEN251003C00008000,8.0,0.46,卖Call，看跌,-2.8048783466264293,CALL,48960.0,48960.0,2252160.0,0.0347354198454223,20673.0,<=5M,2025-10-03,0.46,0.48,20673.0,1.453127734375,False,OPEN,0.0,0.62,48960.0,100.0,-0.2580645161290322,-0.028048783466264295,6483756379.0,-25.80645161290322
BE251003C00086000,86.0,3.58,买Call，看涨,14.904893271920852,CALL,5952.0,5952.0,2130816.0,0.012949559556169759,115.0,<=5M,2025-10-03,3.4,3.7,115.0,1.1875040625,False,BE,0.0,0.43,5952.0,100.0,7.325581395348837,0.14904893271920852,16454737250.0,732.5581395348837
