symbol,Date,Open,High,Low,Close,Volume
NVDA,2025-11-25,174.91000366210938,175.0,170.85000610351562,170.88999938964844,55737591
MSFT,2025-11-25,474.3949890136719,474.5,466.80999755859375,467.1199951171875,2639455
AAPL,2025-11-25,275.29998779296875,280.3800048828125,275.2699890136719,279.4555969238281,7595777
GOOGL,2025-11-25,325.0299987792969,327.3699951171875,319.54998779296875,322.42999267578125,13939391
AMZN,2025-11-25,226.3800048828125,227.30999755859375,224.01910400390625,224.35000610351562,4457275
AVGO,2025-11-25,384.5,385.79998779296875,372.3900146484375,373.6499938964844,4586664
TSLA,2025-11-25,414.4100036621094,415.19000244140625,408.91009521484375,410.16009521484375,6948686
TSM,2025-11-25,282.7300109863281,282.76739501953125,273.20001220703125,273.7300109863281,2199983
ORCL,2025-11-25,194.0800018310547,194.4499969482422,185.6300048828125,186.6649932861328,5430375
NFLX,2025-11-25,106.12000274658203,106.30000305175781,104.97000122070312,105.14749908447266,2816266
PLTR,2025-11-25,160.0,160.58999633789062,157.04010009765625,157.6199951171875,5714037
BABA,2025-11-25,165.1999969482422,166.3000030517578,158.66200256347656,158.9398956298828,10468291
BAC,2025-11-25,52.25,52.75,52.150699615478516,52.17959976196289,6164186
UNH,2025-11-25,321.1199951171875,327.8399963378906,320.90399169921875,327.4200134277344,961185
AMD,2025-11-25,201.35000610351562,203.3000030517578,196.22999572753906,196.58999633789062,13092002
CRM,2025-11-25,226.8000030517578,229.8300018310547,226.52000427246094,229.3300018310547,783069
APP,2025-11-25,554.375,555.7999877929688,540.22998046875,540.760009765625,326934
PDD,2025-11-25,114.05999755859375,115.12999725341797,113.33999633789062,113.38500213623047,1149572
QCOM,2025-11-25,164.0,164.86000061035156,162.0,162.36000061035156,874060
SHOP,2025-11-25,154.82000732421875,155.0800018310547,152.02000427246094,152.27999877929688,522489
ANET,2025-11-25,122.4000015258789,125.91000366210938,122.4000015258789,123.04000091552734,1226836
MU,2025-11-25,218.6999969482422,220.97999572753906,216.0,217.44000244140625,2442625
ISRG,2025-11-25,564.4400024414062,567.7999877929688,561.5,562.9949951171875,149325
INTC,2025-11-25,35.540000915527344,35.91999816894531,34.7400016784668,34.775001525878906,8715584
ADBE,2025-11-25,318.0,319.1499938964844,317.0000915527344,317.5400085449219,299318
PFE,2025-11-25,25.3700008392334,25.9685001373291,25.360000610351562,25.725000381469727,5613041
CRWD,2025-11-25,504.0,506.6506042480469,494.2900085449219,494.57501220703125,182332
SE,2025-11-25,136.72999572753906,136.6999969482422,132.7050018310547,133.5800018310547,440473
HOOD,2025-11-25,112.46499633789062,113.19999694824219,109.69000244140625,110.1449966430664,3534899
RBLX,2025-11-25,89.76000213623047,89.76000213623047,88.19999694824219,88.63249969482422,539993
DELL,2025-11-25,123.08999633789062,126.0,123.17610168457031,123.66000366210938,1182464
COIN,2025-11-25,247.7550048828125,249.96519470214844,243.11000061035156,243.6649932861328,1150872
SNOW,2025-11-25,241.66000366210938,242.6699981689453,238.44500732421875,238.5800018310547,285348
NU,2025-11-25,15.920000076293945,16.0049991607666,15.680000305175781,15.854999542236328,1648251
MRVL,2025-11-25,82.5,83.3499984741211,80.76000213623047,80.81999969482422,1457517
CRWV,2025-11-25,71.04000091552734,71.0999984741211,66.20500183105469,66.32009887695312,5944167
FCX,2025-11-25,41.2400016784668,41.78499984741211,41.15999984741211,41.16999816894531,949741
JD,2025-11-25,29.1200008392334,29.239999771118164,28.975000381469727,29.040000915527344,1740604
WBD,2025-11-25,22.850000381469727,22.950000762939453,22.704999923706055,22.799999237060547,1387709
CCL,2025-11-25,24.690000534057617,25.75,24.649999618530273,25.440000534057617,4536579
RKT,2025-11-25,18.270000457763672,18.635000228881836,18.260000228881836,18.604999542236328,1833074
SOFI,2025-11-25,26.979999542236328,27.2549991607666,26.71500015258789,26.739999771118164,8460464
KVUE,2025-11-25,16.799999237060547,17.0,16.790000915527344,16.979999542236328,1582487
CRCL,2025-11-25,69.13999938964844,69.90989685058594,68.19999694824219,68.30000305175781,2994688
SMCI,2025-11-25,32.125,32.54999923706055,31.299999237060547,31.31999969482422,3984077
NBIS,2025-11-25,89.25,89.95999908447266,85.05000305175781,85.25270080566406,2983954
RKLB,2025-11-25,42.0,42.349998474121094,40.439998626708984,40.47919845581055,2231821
DKNG,2025-11-25,29.3700008392334,29.940000534057617,29.290000915527344,29.75,637426
LULU,2025-11-25,171.8699951171875,173.8800048828125,171.5,172.88999938964844,408971
IONQ,2025-11-25,46.56999969482422,46.84939956665039,44.4900016784668,44.65999984741211,3487811
RIVN,2025-11-25,15.109999656677246,15.359800338745117,14.895000457763672,14.914999961853027,2639971
BE,2025-11-25,92.69000244140625,94.0,85.36000061035156,85.37999725341797,2531688
OKLO,2025-11-25,89.46499633789062,89.47000122070312,82.38999938964844,82.47129821777344,2009338
SNAP,2025-11-25,7.690000057220459,7.699999809265137,7.619999885559082,7.65500020980835,2397567
HIMS,2025-11-25,38.0,38.13999938964844,37.29999923706055,37.315101623535156,1785336
GME,2025-11-25,20.489999771118164,20.59000015258789,20.329999923706055,20.329999923706055,357030
IREN,2025-11-25,47.05500030517578,47.70119857788086,44.099998474121094,44.849998474121094,8025528
RGTI,2025-11-25,25.48900032043457,26.020000457763672,24.610000610351562,24.829700469970703,7457044
QBTS,2025-11-25,22.486000061035156,22.90999984741211,21.559999465942383,21.600000381469727,5200796
AAL,2025-11-25,13.140000343322754,13.510000228881836,13.100000381469727,13.425000190734863,5155896
QS,2025-11-25,11.710000038146973,11.794699668884277,11.295000076293945,11.3149995803833,1633200
BULL,2025-11-25,8.630000114440918,8.690999984741211,8.380000114440918,8.460000038146973,1873501
RIOT,2025-11-25,13.618000030517578,13.71500015258789,13.125,13.369999885559082,1805525
SOUN,2025-11-25,11.777999877929688,11.819999694824219,11.359999656677246,11.470000267028809,4064269
PATH,2025-11-25,13.3100004196167,13.350000381469727,13.079999923706055,13.110099792480469,971229
OPEN,2025-11-25,7.639999866485596,8.010000228881836,7.599999904632568,7.936500072479248,15031826
ACHR,2025-11-25,7.389999866485596,7.380000114440918,7.159999847412109,7.170000076293945,2707267
MARA,2025-11-25,10.895000457763672,11.029999732971191,10.630000114440918,10.757699966430664,3938226
CRSP,2025-11-25,50.88999938964844,51.75379943847656,50.05009841918945,50.349998474121094,167874
UPST,2025-11-25,38.90999984741211,39.42499923706055,38.63999938964844,39.130001068115234,425029
CORZ,2025-11-25,15.550000190734863,15.630000114440918,14.470000267028809,14.729999542236328,1291351
QUBT,2025-11-25,11.270000457763672,11.390000343322754,10.789999961853027,11.0649995803833,3106871
LUNR,2025-11-25,8.914999961853027,8.966300010681152,8.68120002746582,8.850000381469727,530510
ONDS,2025-11-25,8.479999542236328,8.720000267028809,8.345000267028809,8.520000457763672,11370947
AMC,2025-11-25,2.190000057220459,2.2300000190734863,2.1721999645233154,2.210099935531616,600873
BMNR,2025-11-25,29.889999389648438,30.165700912475586,28.670000076293945,28.83799934387207,9327476
WOLF,2025-11-25,18.1200008392334,18.139999389648438,17.4950008392334,17.84000015258789,60766
PL,2025-11-25,11.510000228881836,11.729999542236328,11.260000228881836,11.324999809265137,493804
BIDU,2025-11-25,120.05999755859375,120.43000030517578,118.45999908447266,119.00499725341797,495986
