symbol,Date,Open,High,Low,Close,Volume
AA,2025-12-04,43.95000076293945,44.459999084472656,43.58000183105469,43.78499984741211,3296235
AAL,2025-12-04,14.649999618530273,14.65999984741211,14.220000267028809,14.394399642944336,36536049
AAPL,2025-12-04,284.0950012207031,284.7300109863281,278.5899963378906,278.875,21667476
ABEV,2025-12-04,2.609999895095825,2.609999895095825,2.569999933242798,2.575000047683716,11165643
ACHR,2025-12-04,8.300000190734863,8.739999771118164,8.229999542236328,8.710000038146973,43730584
ACN,2025-12-04,276.29998779296875,280.7099914550781,269.6000061035156,270.1400146484375,2462326
ADBE,2025-12-04,328.57000732421875,330.885009765625,324.1199951171875,327.45489501953125,2202742
ADM,2025-12-04,59.97999954223633,60.06650161743164,57.95000076293945,59.209999084472656,1495253
ADT,2025-12-04,8.170000076293945,8.204999923706055,8.109999656677246,8.125,2233692
AEO,2025-12-04,24.059999465942383,24.549999237060547,23.78019905090332,24.489900588989258,9966236
AES,2025-12-04,13.699999809265137,14.039999961853027,13.75,13.895000457763672,7042071
AFRM,2025-12-04,69.19999694824219,69.3550033569336,66.66000366210938,67.04000091552734,3402078
AG,2025-12-04,15.3100004196167,15.389900207519531,14.84000015258789,14.960000038146973,14600641
AGNC,2025-12-04,10.479999542236328,10.527199745178223,10.460000038146973,10.48449993133545,8041210
AI,2025-12-04,14.949999809265137,15.869999885559082,14.860099792480469,15.38379955291748,10196928
AMAT,2025-12-04,268.3349914550781,272.764892578125,266.0,269.1400146484375,3341013
AMC,2025-12-04,2.299999952316284,2.3299999237060547,2.2699999809265137,2.2799999713897705,11622915
AMCR,2025-12-04,8.4399995803833,8.489999771118164,8.335000038146973,8.345000267028809,8128047
AMD,2025-12-04,216.89500427246094,219.1199951171875,214.13999938964844,215.30599975585938,17680317
AMZN,2025-12-04,232.77000427246094,233.5,226.8000030517578,228.5500030517578,31274880
ANET,2025-12-04,127.08000183105469,130.77999877929688,126.73999786376953,128.7100067138672,2572062
APA,2025-12-04,26.969999313354492,27.184999465942383,26.719999313354492,26.844999313354492,3316179
APH,2025-12-04,137.99000549316406,140.32969665527344,137.8040008544922,139.3000030517578,4432277
APLD,2025-12-04,29.18000030517578,31.68000030517578,28.700000762939453,30.899999618530273,17612767
APP,2025-12-04,671.280029296875,698.469970703125,668.510009765625,687.8400268554688,3280095
AR,2025-12-04,36.68000030517578,37.130001068115234,36.165000915527344,36.70000076293945,2496150
ASTS,2025-12-04,62.29759979248047,73.58000183105469,61.54999923706055,72.25,19205268
AUR,2025-12-04,4.489999771118164,4.670000076293945,4.449999809265137,4.574999809265137,9179247
AVGO,2025-12-04,380.32501220703125,383.8900146484375,376.5299987792969,380.2699890136719,8773842
AVTR,2025-12-04,11.300000190734863,11.329999923706055,10.96500015258789,11.0649995803833,3448349
B,2025-12-04,40.20000076293945,41.099998474121094,40.15999984741211,40.810001373291016,6100683
BA,2025-12-04,202.85000610351562,202.88999938964844,198.52999877929688,200.4250030517578,6417421
BABA,2025-12-04,158.27000427246094,158.8000030517578,156.4199981689453,157.0,5053367
BAC,2025-12-04,54.209999084472656,54.689998626708984,54.14500045776367,54.16999816894531,21735372
BAX,2025-12-04,18.84000015258789,18.93000030517578,18.43000030517578,18.524999618530273,3891689
BB,2025-12-04,4.159999847412109,4.21999979019165,4.114999771118164,4.204999923706055,3919484
BBAI,2025-12-04,6.099999904632568,7.079999923706055,6.045199871063232,7.069900035858154,120584280
BBD,2025-12-04,3.6549999713897705,3.6600000858306885,3.5999999046325684,3.6449999809265137,44355774
BBWI,2025-12-04,19.1299991607666,19.288299560546875,18.825000762939453,18.915000915527344,3378307
BCS,2025-12-04,23.34000015258789,23.565200805664062,23.329999923706055,23.434999465942383,4548321
BE,2025-12-04,102.91999816894531,119.63990020751953,101.54000091552734,117.23799896240234,14512996
BKR,2025-12-04,50.38999938964844,51.119998931884766,49.92499923706055,50.7400016784668,2558470
BMNR,2025-12-04,33.38999938964844,35.29999923706055,32.5099983215332,34.540000915527344,32181913
BMY,2025-12-04,50.79999923706055,52.08000183105469,50.2400016784668,51.804500579833984,10838455
BP,2025-12-04,37.0099983215332,37.43989944458008,36.970001220703125,37.125,6251603
BSX,2025-12-04,98.6500015258789,99.2300033569336,97.29499816894531,97.4800033569336,4454674
BTG,2025-12-04,4.440000057220459,4.579999923706055,4.440000057220459,4.554999828338623,15333112
BULL,2025-12-04,9.244999885559082,9.664999961853027,9.220000267028809,9.484999656677246,11512960
C,2025-12-04,106.65499877929688,108.70999908447266,106.65499877929688,107.70999908447266,7928415
CAG,2025-12-04,17.219999313354492,17.290000915527344,16.920000076293945,16.954999923706055,5369084
CARR,2025-12-04,53.97999954223633,55.1349983215332,53.619998931884766,54.540000915527344,7945708
CCL,2025-12-04,26.0,26.06999969482422,25.594999313354492,25.7549991607666,8687143
CDE,2025-12-04,15.949999809265137,16.1200008392334,15.649999618530273,15.919899940490723,8056255
CELH,2025-12-04,41.959999084472656,42.939998626708984,41.40999984741211,42.77000045776367,2682727
CHWY,2025-12-04,33.529998779296875,33.655601501464844,32.959999084472656,33.20500183105469,3114724
CIFR,2025-12-04,18.155000686645508,19.889999389648438,18.020000457763672,19.524999618530273,21079502
CLF,2025-12-04,12.90999984741211,12.90999984741211,12.510000228881836,12.664999961853027,8530403
CLSK,2025-12-04,14.399999618530273,15.204999923706055,14.020000457763672,14.73330020904541,22973780
CMCSA,2025-12-04,27.469999313354492,27.524499893188477,27.03499984741211,27.225000381469727,16750496
CMG,2025-12-04,33.90999984741211,34.11000061035156,33.435001373291016,33.849998474121094,10058658
CNC,2025-12-04,38.66999816894531,39.0,38.400001525878906,38.540000915527344,2621403
CNH,2025-12-04,9.520000457763672,9.5600004196167,9.40999984741211,9.46500015258789,3996886
CNP,2025-12-04,38.79999923706055,38.86000061035156,38.290000915527344,38.57500076293945,2414365
CNQ,2025-12-04,34.33000183105469,35.08000183105469,34.36000061035156,34.5099983215332,4002816
CNXC,2025-12-04,37.290000915527344,37.73500061035156,36.61000061035156,36.720001220703125,722068
COIN,2025-12-04,273.5199890136719,279.9599914550781,271.260009765625,273.3900146484375,5013525
COLD,2025-12-04,11.109999656677246,11.199999809265137,10.850000381469727,11.065500259399414,3275611
COMP,2025-12-04,10.539999961853027,10.619999885559082,10.4350004196167,10.53499984741211,7666825
COP,2025-12-04,91.63500213623047,93.16000366210938,91.66000366210938,92.93499755859375,3475836
CORZ,2025-12-04,16.399999618530273,17.334999084472656,16.274999618530273,16.895000457763672,5882982
CPB,2025-12-04,29.790000915527344,29.809900283813477,29.149999618530273,29.178199768066406,4174749
CPNG,2025-12-04,26.579999923706055,27.020000457763672,26.330699920654297,26.959999084472656,6239883
CPRT,2025-12-04,38.96500015258789,39.150001525878906,38.67499923706055,38.775001525878906,2629028
CRCL,2025-12-04,83.9800033569336,87.5,83.19999694824219,86.5199966430664,10897276
CRGY,2025-12-04,9.779999732971191,9.890000343322754,9.75,9.819999694824219,1311963
CRM,2025-12-04,243.68499755859375,248.97000122070312,237.65499877929688,247.86000061035156,15102970
CRNX,2025-12-04,46.83000183105469,48.619998931884766,46.630001068115234,47.369998931884766,399034
CRSP,2025-12-04,55.9900016784668,59.16999816894531,54.93000030517578,59.16999816894531,1955329
CRWD,2025-12-04,523.4749755859375,525.2000122070312,510.260009765625,514.0900268554688,1698450
CRWV,2025-12-04,79.18499755859375,87.29000091552734,77.86000061035156,87.18009948730469,21335547
CSCO,2025-12-04,77.66500091552734,77.79000091552734,77.16510009765625,77.5199966430664,6341179
CSX,2025-12-04,35.93000030517578,36.325801849365234,35.849998474121094,36.185001373291016,8545453
CTRA,2025-12-04,27.149999618530273,27.44499969482422,26.975000381469727,27.43000030517578,4936475
CVE,2025-12-04,18.25,18.520000457763672,18.25,18.415000915527344,3765048
CVX,2025-12-04,151.75,152.94000244140625,151.22149658203125,151.6750030517578,3819371
CZR,2025-12-04,23.459999084472656,23.459999084472656,22.53499984741211,22.793899536132812,3151611
DAL,2025-12-04,67.5999984741211,68.05999755859375,66.88999938964844,67.51000213623047,6363983
DELL,2025-12-04,134.0,139.30999755859375,132.61000061035156,137.82000732421875,3840505
DIS,2025-12-04,105.83999633789062,106.21499633789062,104.51010131835938,105.45999908447266,4676898
DKNG,2025-12-04,34.4900016784668,35.400001525878906,34.029998779296875,35.1349983215332,8342228
DNN,2025-12-04,2.7100000381469727,2.8499999046325684,2.6700000762939453,2.815500020980835,37115547
DOC,2025-12-04,17.25,17.3700008392334,17.155000686645508,17.225000381469727,4631532
DOW,2025-12-04,23.850000381469727,23.93000030517578,22.854999542236328,22.905000686645508,5944209
DVN,2025-12-04,37.7400016784668,38.0,37.56449890136719,37.775001525878906,2976214
DXCM,2025-12-04,65.12999725341797,65.16000366210938,64.08999633789062,64.65660095214844,1603868
EA,2025-12-04,203.07000732421875,203.5800018310547,203.07000732421875,203.41000366210938,844844
EBAY,2025-12-04,82.0999984741211,82.58000183105469,81.4000015258789,82.17500305175781,1291849
ELAN,2025-12-04,21.989999771118164,22.1299991607666,21.600000381469727,21.905000686645508,3189578
EMR,2025-12-04,134.89999389648438,137.02000427246094,134.5399932861328,136.73500061035156,1402297
ENPH,2025-12-04,29.204999923706055,30.43000030517578,29.010000228881836,30.43000030517578,3946990
EOSE,2025-12-04,13.40999984741211,15.989999771118164,13.223299980163574,15.96500015258789,22943671
EQT,2025-12-04,61.08000183105469,61.61000061035156,59.220001220703125,59.970001220703125,7585787
EQX,2025-12-04,13.739999771118164,13.925000190734863,13.619999885559082,13.890000343322754,2065946
ERIC,2025-12-04,9.630000114440918,9.645000457763672,9.510000228881836,9.539999961853027,3868046
ET,2025-12-04,16.729999542236328,16.81999969482422,16.71500015258789,16.787700653076172,8721189
EXC,2025-12-04,44.369998931884766,44.470001220703125,43.720001220703125,43.86000061035156,4128126
EXK,2025-12-04,8.649999618530273,8.829999923706055,8.434499740600586,8.79990005493164,9501006
EXTR,2025-12-04,17.450000762939453,17.520000457763672,17.280000686645508,17.399999618530273,460895
F,2025-12-04,13.1899995803833,13.239999771118164,13.0600004196167,13.135000228881836,31800614
FCX,2025-12-04,44.025001525878906,44.529998779296875,43.65999984741211,44.27000045776367,7244824
FE,2025-12-04,45.189998626708984,45.545501708984375,45.08000183105469,45.23500061035156,2606421
FHN,2025-12-04,22.75,22.979999542236328,22.639999389648438,22.854999542236328,2974774
FIG,2025-12-04,37.31999969482422,38.38999938964844,36.704498291015625,38.16999816894531,3899589
FLNC,2025-12-04,20.0,23.479999542236328,19.84000015258789,23.040000915527344,7825640
FNB,2025-12-04,16.8799991607666,17.049999237060547,16.850000381469727,16.96179962158203,2968515
FOX,2025-12-04,59.625,60.0,59.244998931884766,60.0,345174
FSM,2025-12-04,9.430000305175781,9.460000038146973,9.260000228881836,9.335000038146973,3013514
GAP,2025-12-04,26.940000534057617,27.02750015258789,25.934999465942383,26.315000534057617,5073094
GFS,2025-12-04,37.93000030517578,37.97999954223633,37.31999969482422,37.880001068115234,1105371
GGB,2025-12-04,3.690000057220459,3.7200000286102295,3.684999942779541,3.7100000381469727,4978968
GILD,2025-12-04,124.80999755859375,124.95999908447266,122.48750305175781,123.44999694824219,2248713
GIS,2025-12-04,46.43000030517578,46.665000915527344,45.81999969482422,45.86000061035156,3497627
GLXY,2025-12-04,26.889999389648438,28.270000457763672,26.59000015258789,27.8799991607666,4790070
GM,2025-12-04,75.0,76.2249984741211,74.9000015258789,75.7699966430664,5887532
GME,2025-12-04,23.260000228881836,23.469999313354492,22.645000457763672,23.02989959716797,4757647
GOOG,2025-12-04,323.0450134277344,323.0989990234375,315.6000061035156,317.7349853515625,12177770
GOOGL,2025-12-04,322.20001220703125,322.3599853515625,314.7117004394531,316.9335021972656,20109818
GRAB,2025-12-04,5.210000038146973,5.34499979019165,5.195000171661377,5.340000152587891,19575641
GS,2025-12-04,835.5349731445312,843.989990234375,834.5,837.5449829101562,1105167
GT,2025-12-04,8.6850004196167,8.739999771118164,8.449999809265137,8.454999923706055,4127361
HAL,2025-12-04,27.260000228881836,27.954999923706055,27.25,27.665000915527344,5023441
